area_name,indicator_name,score_2019
Democratic Republic of Congo,Hepatitis immunisation,0.021606224
Denmark,Hepatitis immunisation,0.428571429
Djibouti,Hepatitis immunisation,0.469050328
Dominican Republic,Hepatitis immunisation,0.209368386
Ecuador,Hepatitis immunisation,0.073101102
Egypt,Hepatitis immunisation,0.554610411
El Salvador,Hepatitis immunisation,0.59040795
Equatorial Guinea,Hepatitis immunisation,0.59081695
Eritrea,Hepatitis immunisation,0.443099403
Estonia,Hepatitis immunisation,0.027513051
Eswatini,Hepatitis immunisation,0.479556732
Ethiopia,Hepatitis immunisation,0.387674116
Finland,Hepatitis immunisation,0.856421543
France,Hepatitis immunisation,0.699204723
Gabon,Hepatitis immunisation,0.687525917
Georgia,Hepatitis immunisation,0.862344194
Germany,Hepatitis immunisation,0.925107977
Ghana,Hepatitis immunisation,0.850757401
Greece,Hepatitis immunisation,0.816641112
Guatemala,Hepatitis immunisation,0.238
Guinea,Hepatitis immunisation,0.078181117
Guinea-Bissau,Hepatitis immunisation,0.437547576
Guyana,Hepatitis immunisation,0.844541063
Haiti,Hepatitis immunisation,0.071270084
Honduras,Hepatitis immunisation,0.479476321
Hong Kong,Hepatitis immunisation,0.1
Hungary,Hepatitis immunisation,0.4072
Iceland,Hepatitis immunisation,0.6765
India,Hepatitis immunisation,0.3524
Indonesia,Hepatitis immunisation,0.237669
Iran,Hepatitis immunisation,0.01748226
Iraq,Hepatitis immunisation,0.84
Ireland,Hepatitis immunisation,0.425922633
Israel,Hepatitis immunisation,0.556607472
Italy,Hepatitis immunisation,0.224788357
Jamaica,Hepatitis immunisation,0.235098351
Japan,Hepatitis immunisation,0.344633248
Jordan,Hepatitis immunisation,0.587941251
Kazakhstan,Hepatitis immunisation,0.476190476
Kenya,Hepatitis immunisation,0
Kuwait,Hepatitis immunisation,0.389293136
Kyrgyzstan,Hepatitis immunisation,0.272727273
Laos,Hepatitis immunisation,0.254589961
Latvia,Hepatitis immunisation,0.196339846
Lebanon,Hepatitis immunisation,0.609782609
Lesotho,Hepatitis immunisation,0.5
Liberia,Hepatitis immunisation,0.33110119
Libya,Hepatitis immunisation,0.4375
Lithuania,Hepatitis immunisation,0.816901408
Luxembourg,Hepatitis immunisation,0.1875
Madagascar,Hepatitis immunisation,0.641
Malawi,Hepatitis immunisation,0.473264545
Malaysia,Hepatitis immunisation,0.583333333
Mali,Hepatitis immunisation,0.749
Malta,Hepatitis immunisation,0.435557632
Mauritania,Hepatitis immunisation,0.75
Mauritius,Hepatitis immunisation,0.666666667
Mexico,Hepatitis immunisation,0.456521739
Moldova,Hepatitis immunisation,0.67369863
Mongolia,Hepatitis immunisation,0.217391304
Montenegro,Hepatitis immunisation,0.753846154
Morocco,Hepatitis immunisation,0.507692308
Mozambique,Hepatitis immunisation,0.5
Myanmar,Hepatitis immunisation,0
Namibia,Hepatitis immunisation,0.5
Nepal,Hepatitis immunisation,0.333333333
Netherlands,Hepatitis immunisation,0
New Zealand,Hepatitis immunisation,0.345933
Nicaragua,Hepatitis immunisation,0.443767071
Niger,Hepatitis immunisation,0.4
Nigeria,Hepatitis immunisation,0.835656322
North Macedonia,Hepatitis immunisation,0.45381417
Norway,Hepatitis immunisation,0.656733094
Oman,Hepatitis immunisation,0.593224377
Pakistan,Hepatitis immunisation,0.358552896
Panama,Hepatitis immunisation,0.630834631
Papua New Guinea,Hepatitis immunisation,0
Paraguay,Hepatitis immunisation,0.488888889
Peru,Hepatitis immunisation,1
Philippines,Hepatitis immunisation,0.424559526
Poland,Hepatitis immunisation,0.705953471
Portugal,Hepatitis immunisation,0.600913489
Qatar,Hepatitis immunisation,0.72945227
Romania,Hepatitis immunisation,0.575
Russia,Hepatitis immunisation,0.55
Rwanda,Hepatitis immunisation,0.911111111
Saudi Arabia,Hepatitis immunisation,0.735015
Senegal,Hepatitis immunisation,0.655555556
Serbia,Hepatitis immunisation,0.56
Seychelles,Hepatitis immunisation,0.5375
Sierra Leone,Hepatitis immunisation,0.729411765
Singapore,Hepatitis immunisation,0.68
Slovakia,Hepatitis immunisation,0.290209452
Slovenia,Hepatitis immunisation,0.113303228
Somalia,Hepatitis immunisation,0.76
South Africa,Hepatitis immunisation,0.436363636
South Korea,Hepatitis immunisation,0.585714286
South Sudan,Hepatitis immunisation,0.68
Spain,Hepatitis immunisation,0.723076923
Sri Lanka,Hepatitis immunisation,0.636363636
Sudan,Hepatitis immunisation,0.340157403
Suriname,Hepatitis immunisation,0.535055204
Sweden,Hepatitis immunisation,0.358833973
Switzerland,Hepatitis immunisation,0.9
Syria,Hepatitis immunisation,0.954087614
S�o Tom� and Pr�ncipe,Hepatitis immunisation,1
Taiwan,Hepatitis immunisation,0.67583
Tajikistan,Hepatitis immunisation,0.705782739
Tanzania,Hepatitis immunisation,0.610512495
Thailand,Hepatitis immunisation,0.696759949
The Gambia,Hepatitis immunisation,0.782907583
Togo,Hepatitis immunisation,0.98064448
Trinidad and Tobago,Hepatitis immunisation,0.466467915
Tunisia,Hepatitis immunisation,0.112467353
Turkey,Hepatitis immunisation,0.725182835
Turkmenistan,Hepatitis immunisation,0.469003745
Uganda,Hepatitis immunisation,0.326125571
Ukraine,Hepatitis immunisation,0.050877799
United Arab Emirates,Hepatitis immunisation,0.901100141
United Kingdom,Hepatitis immunisation,0.95070591
United States,Hepatitis immunisation,0.497709804
Uruguay,Hepatitis immunisation,0.706665713
Uzbekistan,Hepatitis immunisation,0.489386905
Venezuela,Hepatitis immunisation,0.828275862
Vietnam,Hepatitis immunisation,0.536515
Yemen,Hepatitis immunisation,0.979638889
Zambia,Hepatitis immunisation,0.36
Zimbabwe,Hepatitis immunisation,0.818658011
Afghanistan,High-tech manufactured exports,0.9295
Albania,High-tech manufactured exports,0.847673897
Algeria,High-tech manufactured exports,0.326133333
Angola,High-tech manufactured exports,0.86268158
Argentina,High-tech manufactured exports,0.045357772
Armenia,High-tech manufactured exports,0.341864423
Australia,High-tech manufactured exports,0.419071379
Austria,High-tech manufactured exports,0
Azerbaijan,High-tech manufactured exports,0.325749207
Bahrain,High-tech manufactured exports,0.84
Bangladesh,High-tech manufactured exports,0.415552318
Belarus,High-tech manufactured exports,0.428041667
Belgium,High-tech manufactured exports,0.676402956
Belize,High-tech manufactured exports,0.375681832
Benin,High-tech manufactured exports,0.801626717
Bolivia,High-tech manufactured exports,0.333333333
Bosnia and Herzegovina,High-tech manufactured exports,0.457452297
Botswana,High-tech manufactured exports,0.555555556
Brazil,High-tech manufactured exports,0.459795377
Bulgaria,High-tech manufactured exports,0.7675
Burkina Faso,High-tech manufactured exports,0.5145
Burundi,High-tech manufactured exports,0.666666667
Cabo Verde,High-tech manufactured exports,0.548761773
Cambodia,High-tech manufactured exports,0.545892009
Cameroon,High-tech manufactured exports,0.822916667
Canada,High-tech manufactured exports,0.583620753
Central African Republic,High-tech manufactured exports,0.480527605
Chad,High-tech manufactured exports,0.408723969
Chile,High-tech manufactured exports,0.476149047
China,High-tech manufactured exports,0.581791331
Colombia,High-tech manufactured exports,0.505548501
Comoros,High-tech manufactured exports,0.833333333
Congo,High-tech manufactured exports,0.489880237
Costa Rica,High-tech manufactured exports,0.397058805
Croatia,High-tech manufactured exports,0.444444444
Cuba,High-tech manufactured exports,0.46668738
Cyprus,High-tech manufactured exports,0.333333333
Czechia,High-tech manufactured exports,0.333333333
C�te d'Ivoire,High-tech manufactured exports,0.333333333
Democratic Republic of Congo,High-tech manufactured exports,0.444444444
Denmark,High-tech manufactured exports,0.255
Djibouti,High-tech manufactured exports,0.494717757
Dominican Republic,High-tech manufactured exports,0.407901408
Ecuador,High-tech manufactured exports,0.441112154
Egypt,High-tech manufactured exports,0.42441837
El Salvador,High-tech manufactured exports,0.586910175
Equatorial Guinea,High-tech manufactured exports,0.395984579
Eritrea,High-tech manufactured exports,0.444444444
Estonia,High-tech manufactured exports,0.15
Eswatini,High-tech manufactured exports,0.333333333
Ethiopia,High-tech manufactured exports,0.47606781
Finland,High-tech manufactured exports,0.460290869
France,High-tech manufactured exports,0.501863376
Gabon,High-tech manufactured exports,0.48758202
Georgia,High-tech manufactured exports,0.561629416
Germany,High-tech manufactured exports,0.513000727
Ghana,High-tech manufactured exports,0.666666667
Greece,High-tech manufactured exports,0.6028138
Guatemala,High-tech manufactured exports,0.0525
Guinea,High-tech manufactured exports,0.52961555
Guinea-Bissau,High-tech manufactured exports,0.774506582
Guyana,High-tech manufactured exports,0.64
Haiti,High-tech manufactured exports,0.998947368
Honduras,High-tech manufactured exports,0.236960726
Hong Kong,High-tech manufactured exports,0.548426458
Hungary,High-tech manufactured exports,1
Iceland,High-tech manufactured exports,0.779181942
India,High-tech manufactured exports,0.8375
Indonesia,High-tech manufactured exports,0.932283774
Iran,High-tech manufactured exports,0.962222222
Iraq,High-tech manufactured exports,0.393333333
Ireland,High-tech manufactured exports,0.996
Israel,High-tech manufactured exports,0.952352941
Italy,High-tech manufactured exports,0.567754319
Jamaica,High-tech manufactured exports,0.6129
Japan,High-tech manufactured exports,0.945
Jordan,High-tech manufactured exports,0.89918454
Kazakhstan,High-tech manufactured exports,0.884710019
Kenya,High-tech manufactured exports,0.427880096
Kuwait,High-tech manufactured exports,0.520652092
Kyrgyzstan,High-tech manufactured exports,0.496
Laos,High-tech manufactured exports,1
Latvia,High-tech manufactured exports,0.462615132
Lebanon,High-tech manufactured exports,0.986666667
Lesotho,High-tech manufactured exports,0.666666667
Liberia,High-tech manufactured exports,0.986666667
Libya,High-tech manufactured exports,0.9875
Lithuania,High-tech manufactured exports,0.58834384
Luxembourg,High-tech manufactured exports,0.726628083
Madagascar,High-tech manufactured exports,0.344827586
Malawi,High-tech manufactured exports,0.501892742
Malaysia,High-tech manufactured exports,0.487227434
Mali,High-tech manufactured exports,0.544863213
Malta,High-tech manufactured exports,0.75
Mauritania,High-tech manufactured exports,0.737742583
Mauritius,High-tech manufactured exports,0.666666667
Mexico,High-tech manufactured exports,0.65530901
Moldova,High-tech manufactured exports,0.744747877
Mongolia,High-tech manufactured exports,0.474800396
Montenegro,High-tech manufactured exports,0.533333333
Morocco,High-tech manufactured exports,0.633333333
Mozambique,High-tech manufactured exports,0.372413793
Myanmar,High-tech manufactured exports,0.466666667
Namibia,High-tech manufactured exports,0.506020228
Nepal,High-tech manufactured exports,0.607744055
Netherlands,High-tech manufactured exports,0.8257
New Zealand,High-tech manufactured exports,0.595332623
Nicaragua,High-tech manufactured exports,0.777777778
Niger,High-tech manufactured exports,0.375
Nigeria,High-tech manufactured exports,0.145960868
North Macedonia,High-tech manufactured exports,0.308
Norway,High-tech manufactured exports,0.62
Oman,High-tech manufactured exports,1
Pakistan,High-tech manufactured exports,0.225938479
Panama,High-tech manufactured exports,0.698749602
Papua New Guinea,High-tech manufactured exports,1
Paraguay,High-tech manufactured exports,1
Peru,High-tech manufactured exports,1
Philippines,High-tech manufactured exports,0.96526901
Poland,High-tech manufactured exports,0.989207166
Portugal,High-tech manufactured exports,0.8
Qatar,High-tech manufactured exports,1
Romania,High-tech manufactured exports,0.810526316
Russia,High-tech manufactured exports,0.818924751
Rwanda,High-tech manufactured exports,0.637301855
Saudi Arabia,High-tech manufactured exports,0.748296916
Senegal,High-tech manufactured exports,0.723071365
Serbia,High-tech manufactured exports,0.376003178
Seychelles,High-tech manufactured exports,1
Sierra Leone,High-tech manufactured exports,1
Singapore,High-tech manufactured exports,1
Slovakia,High-tech manufactured exports,0.924968598
Slovenia,High-tech manufactured exports,0.981880164
Somalia,High-tech manufactured exports,0.755842896
South Africa,High-tech manufactured exports,0.937931034
South Korea,High-tech manufactured exports,1
South Sudan,High-tech manufactured exports,0.880769231
Spain,High-tech manufactured exports,0.992461083
Sri Lanka,High-tech manufactured exports,0.800877943
Sudan,High-tech manufactured exports,0.891073219
Suriname,High-tech manufactured exports,0.960857688
Sweden,High-tech manufactured exports,1
Switzerland,High-tech manufactured exports,0.693412341
Syria,High-tech manufactured exports,1
S�o Tom� and Pr�ncipe,High-tech manufactured exports,0.999768047
Taiwan,High-tech manufactured exports,0.332469541
Tajikistan,High-tech manufactured exports,0.523809429
Tanzania,High-tech manufactured exports,0.365192469
Thailand,High-tech manufactured exports,1
The Gambia,High-tech manufactured exports,0.3993839
Togo,High-tech manufactured exports,0.492824412
